question,answer,text
 When saying the 12 Pesukim are you supposed to say Hashem’s name by ו and מ?,"It should be pronounced as “Hashem” without saying the actual name, because it’s not a Posuk.","###question 
  When saying the 12 Pesukim are you supposed to say Hashem’s name by ו and מ?.
 ###answer 
 It should be pronounced as “Hashem” without saying the actual name, because it’s not a Posuk."
I’m teaching in a school to girls who struggle in many areas. What would you suggest as basic Tefillos that would be the minimum the girls should be trained to say?,"
Each case should be determined individually by the Mechaneches.
However, as a general rule regarding women’s Davening, the following is a guideline what they should minimally say: (The Mechaneches can subtract some parts from this list if she feels that the class is not ready for all these parts yet.)
: ו-, ו-ו,  מ, ו ון  מ,  מ ו (  ), מו-, ו,  זו","###question 
 I’m teaching in a school to girls who struggle in many areas. What would you suggest as basic Tefillos that would be the minimum the girls should be trained to say?.
 ###answer 
 
Each case should be determined individually by the Mechaneches.
However, as a general rule regarding women’s Davening, the following is a guideline what they should minimally say: (The Mechaneches can subtract some parts from this list if she feels that the class is not ready for all these parts yet.)
: ו-, ו-ו,  מ, ו ון  מ,  מ ו (  ), מו-, ו,  זו"
 Is it OK for me to attend a workshop/state training that is being held in a room in an Islamic school building?,"If there is a big need, one may attend a workshop (that is in a Kosher fashion) taking place in a Muslim school. This is especially since the event is not taking place in the actual mosque.","###question 
  Is it OK for me to attend a workshop/state training that is being held in a room in an Islamic school building?.
 ###answer 
 If there is a big need, one may attend a workshop (that is in a Kosher fashion) taking place in a Muslim school. This is especially since the event is not taking place in the actual mosque."
"I ate tonight (Motzaei Yom Kippur) without havdala because I don’t fast well and cannot drink anything after a fast or I throw up. I can’t drink tea, coffee, or take in any liquid including water after fasts as it makes me vomit. I am a woman, so I’m limited in choices about people making Havdala for me. I’m staying on my own, so no one was there to make havdala for me. Can I say havdala and have someone else to drink for me? Everyone was already yotzeh havdala. I am not able to drink anything or it will make me feel worse.","
If you can’t find anyone that was not yotze havdalah to drink the wine, coffee or tea, you shouldn’t make havdala.","###question 
 I ate tonight (Motzaei Yom Kippur) without havdala because I don’t fast well and cannot drink anything after a fast or I throw up. I can’t drink tea, coffee, or take in any liquid including water after fasts as it makes me vomit. I am a woman, so I’m limited in choices about people making Havdala for me. I’m staying on my own, so no one was there to make havdala for me. Can I say havdala and have someone else to drink for me? Everyone was already yotzeh havdala. I am not able to drink anything or it will make me feel worse..
 ###answer 
 
If you can’t find anyone that was not yotze havdalah to drink the wine, coffee or tea, you shouldn’t make havdala."
 What are the Halachos of Yichud when using Uber? ,"Uber:
Almost all of the Halachos of driving a regular car apply to a taxi or Uber, i.e. one may travel when it is lit up and during the time when there are people in the street (on those streets), and the windows are not tinted in a way that someone can’t see into the car.( ם מום  ’  ” )
However, there are those that are Machmir and hold that wherever possible, one should not travel with a non-Jew or a ‘Parutz’ even by day  ( מ   ז ’ ). With an Uber there is more room for leniency, as there are governing laws of the company for drivers, with GPS monitoring.
Parutz:
There is a Machlokes in Poskim how to define a Parutz. One must be especially careful in this regard when exposed to Yichud on a regular basis, such as in a workplace.
It is clear that a person who is not particular with the Issur of Kriva L’arayos and does not keep the guidelines of Tznius, even if he otherwise a Shomer Torah U’mitzvos, is  certainly considered  a Parutz. For example, a man who has no inhibitions about embracing women or girls, one who regularly watches television, reads unsuitable material, frequents indecent chat rooms on the internet, or visits movie theaters is considered a Parutz. The mere exposure to immodesty affects their morality. See Toras HaYichud 3:2:4. Shevet Halevi Vol. 5:202:1.
A man whose business dealings are questionable might be considered a Parutz in relation to Yichud — see Nitei Gavriel Yichud 22:9.
Furthermore, the average non-observant Jew is to be considered a Parutz too. The Tzemach Tzedek E”H 39 rules, that the definition of Anashim Ksheirim is one who has a special Chezkas Kashrus, such as a Talmid Chacham, and the standard Chezkas Kashrus of all Klal Yisroel isn’t sufficient. It seems that it need not be Mamosh a Talmid Chacham; it could be a Yeshiva Bachur etc., but it is not enough that we are not aware of any Pritzus behavior. See also Nitei Gavriel Yichud 19:3,10.
See also the excellent book, The Laws of Yichud.","###question 
  What are the Halachos of Yichud when using Uber? .
 ###answer 
 Uber:
Almost all of the Halachos of driving a regular car apply to a taxi or Uber, i.e. one may travel when it is lit up and during the time when there are people in the street (on those streets), and the windows are not tinted in a way that someone can’t see into the car.( ם מום  ’  ” )
However, there are those that are Machmir and hold that wherever possible, one should not travel with a non-Jew or a ‘Parutz’ even by day  ( מ   ז ’ ). With an Uber there is more room for leniency, as there are governing laws of the company for drivers, with GPS monitoring.
Parutz:
There is a Machlokes in Poskim how to define a Parutz. One must be especially careful in this regard when exposed to Yichud on a regular basis, such as in a workplace.
It is clear that a person who is not particular with the Issur of Kriva L’arayos and does not keep the guidelines of Tznius, even if he otherwise a Shomer Torah U’mitzvos, is  certainly considered  a Parutz. For example, a man who has no inhibitions about embracing women or girls, one who regularly watches television, reads unsuitable material, frequents indecent chat rooms on the internet, or visits movie theaters is considered a Parutz. The mere exposure to immodesty affects their morality. See Toras HaYichud 3:2:4. Shevet Halevi Vol. 5:202:1.
A man whose business dealings are questionable might be considered a Parutz in relation to Yichud — see Nitei Gavriel Yichud 22:9.
Furthermore, the average non-observant Jew is to be considered a Parutz too. The Tzemach Tzedek E”H 39 rules, that the definition of Anashim Ksheirim is one who has a special Chezkas Kashrus, such as a Talmid Chacham, and the standard Chezkas Kashrus of all Klal Yisroel isn’t sufficient. It seems that it need not be Mamosh a Talmid Chacham; it could be a Yeshiva Bachur etc., but it is not enough that we are not aware of any Pritzus behavior. See also Nitei Gavriel Yichud 19:3,10.
See also the excellent book, The Laws of Yichud."
Our son was born on 19 Iyar. This year Erev Shavuos is on Shabbos. When should we make the Upshernish – on Friday 4 of Sivan or Tuesday Isru Chag?,"
• Generally:
For a child whose birthday is from after Lag Baomer until Erev Shavuos, the Upshernish haircut should take place on Erev Shavuos. [When Erev Shavuos falls on Shabbos – on 4 Sivan (with the exception of someone whose birthday is on Erev Shavuos, in which case it should be postponed until after Shavuos)].
See more in the following pages:
https://asktherav.com/4243-when-should-one-get-his-hair-cut-before-shavuos-this-year-since-erev-shavuos-is-shabbos/
https://asktherav.com/13133-when-should-a-boy-start-wearing-kippa-and-tzitzis/
• However, regarding someone whose birthday is on 19 Iyar, a day after Lag Baomer:
There are instructions from the Rebbe to perform the haircut on Lag Baomer.
While in most places it appears that it should take place on Lag Baomer itself (during the day), a day before the child turns 3, others record that it should be done on the actual birthday, right after nightfall on the night after Lag Baomer.
See here the testimony of three people who were all instructed by the Rebbe to do it on Lag Baomer: R. SB Popak, R. YY Hecht and R. Refoel Hartman. In the case of R. Hecht, the Rebbe himself did the cutting. (This information has been independently verified by us). In the case of R. Hartman, we have the actual answer of the Rebbe.
Independent of the above, there is yet another directive presented regarding the Upshernish of Ari Halberstam hy”d (whose birthday is on 19 Iyar), of which there are pictures of the Rebbe cutting the hair. See in the Hebrew references below.
This account raises several questions. Regardless, I feel there is enough information to rely upon to do it on Lag Baomer (by day).","###question 
 Our son was born on 19 Iyar. This year Erev Shavuos is on Shabbos. When should we make the Upshernish – on Friday 4 of Sivan or Tuesday Isru Chag?.
 ###answer 
 
• Generally:
For a child whose birthday is from after Lag Baomer until Erev Shavuos, the Upshernish haircut should take place on Erev Shavuos. [When Erev Shavuos falls on Shabbos – on 4 Sivan (with the exception of someone whose birthday is on Erev Shavuos, in which case it should be postponed until after Shavuos)].
See more in the following pages:
https://asktherav.com/4243-when-should-one-get-his-hair-cut-before-shavuos-this-year-since-erev-shavuos-is-shabbos/
https://asktherav.com/13133-when-should-a-boy-start-wearing-kippa-and-tzitzis/
• However, regarding someone whose birthday is on 19 Iyar, a day after Lag Baomer:
There are instructions from the Rebbe to perform the haircut on Lag Baomer.
While in most places it appears that it should take place on Lag Baomer itself (during the day), a day before the child turns 3, others record that it should be done on the actual birthday, right after nightfall on the night after Lag Baomer.
See here the testimony of three people who were all instructed by the Rebbe to do it on Lag Baomer: R. SB Popak, R. YY Hecht and R. Refoel Hartman. In the case of R. Hecht, the Rebbe himself did the cutting. (This information has been independently verified by us). In the case of R. Hartman, we have the actual answer of the Rebbe.
Independent of the above, there is yet another directive presented regarding the Upshernish of Ari Halberstam hy”d (whose birthday is on 19 Iyar), of which there are pictures of the Rebbe cutting the hair. See in the Hebrew references below.
This account raises several questions. Regardless, I feel there is enough information to rely upon to do it on Lag Baomer (by day)."
" Can Raw Eggs Become Milchig?
Raw eggs got wet from milk on the way back from shopping, and I haven’t rinsed them when I came home, they sat like that for over 24 hours, are they now Milchig?","
If the eggs were to actually sit in milk – they would be Milchig.
In your case – they aren’t Milchig.","###question 
  Can Raw Eggs Become Milchig?
Raw eggs got wet from milk on the way back from shopping, and I haven’t rinsed them when I came home, they sat like that for over 24 hours, are they now Milchig?.
 ###answer 
 
If the eggs were to actually sit in milk – they would be Milchig.
In your case – they aren’t Milchig."
 Is there any Inyan for a Ben Noach to toivel in Mikveh to undo baptizing (as an infant) to idolatrous religion?,"There no such requirement, but there is room to do so as a practice of teshuvah.","###question 
  Is there any Inyan for a Ben Noach to toivel in Mikveh to undo baptizing (as an infant) to idolatrous religion?.
 ###answer 
 There no such requirement, but there is room to do so as a practice of teshuvah."
 Can one make a tuna melt? It’s melting cheese on tuna on a roll.,"We are careful not to eat fish with milk or cheese, however, this does not apply to butter or cream cheese. It also doesn’t apply if these ingredients, butter or cream cheese, were mixed into the milk or cheese.","###question 
  Can one make a tuna melt? It’s melting cheese on tuna on a roll..
 ###answer 
 We are careful not to eat fish with milk or cheese, however, this does not apply to butter or cream cheese. It also doesn’t apply if these ingredients, butter or cream cheese, were mixed into the milk or cheese."
"Is it permitted to buy used clothing from a thrift store or to get a donation of used clothing from someone?
Is it allowed halachically to wear someone else’s used clothing? Is it better not to?
What if the clothing belonged to someone who died?
What if they belonged to a goy? is there a negative energy associated with it?
What’s the story with shoes? Because a friend told me that al pi kabala its better not to wear used shoes. Is this true?","
You may purchase used shoes or clothing.","###question 
 Is it permitted to buy used clothing from a thrift store or to get a donation of used clothing from someone?
Is it allowed halachically to wear someone else’s used clothing? Is it better not to?
What if the clothing belonged to someone who died?
What if they belonged to a goy? is there a negative energy associated with it?
What’s the story with shoes? Because a friend told me that al pi kabala its better not to wear used shoes. Is this true?.
 ###answer 
 
You may purchase used shoes or clothing."
" I made oatmeal cookies, later there were 2 bugs found in the leftover oatmeal. Are the cookies still ok to be eaten?",Yes.,"###question 
  I made oatmeal cookies, later there were 2 bugs found in the leftover oatmeal. Are the cookies still ok to be eaten?.
 ###answer 
 Yes."
" If one is making מו on a slice of bread, should be dip it in salt before the , since it’s already sliced?","Initially one should make the Bracha on a large and whole bread. If there isn’t any whole bread, the Bracha should be made on the larger piece.
When one will cut the bread into a smaller piece after making the Bracha before eating, the bread should be dipped it into the salt only after cutting that slice (as done at the Shabbos meal).
If, however, the (larger) slice of bread is already small and one will ingest it as is, one should dip it into the salt before making the Bracha.","###question 
  If one is making מו on a slice of bread, should be dip it in salt before the , since it’s already sliced?.
 ###answer 
 Initially one should make the Bracha on a large and whole bread. If there isn’t any whole bread, the Bracha should be made on the larger piece.
When one will cut the bread into a smaller piece after making the Bracha before eating, the bread should be dipped it into the salt only after cutting that slice (as done at the Shabbos meal).
If, however, the (larger) slice of bread is already small and one will ingest it as is, one should dip it into the salt before making the Bracha."
" We have a new toaster oven. Which parts, if any, need to be Toiveled?","A utensil does not require Tevilah when it does not come into direct contact with food when it is being prepared, served or eaten.
Therefore, the oven racks should be Toiveled, as food is sometimes placed directly on it. Similarly, the other components that come into direct contact food should be Toiveled. However, the oven itself need not be immersed. (Yoreh De ’ah 120).
See here and in the references:","###question 
  We have a new toaster oven. Which parts, if any, need to be Toiveled?.
 ###answer 
 A utensil does not require Tevilah when it does not come into direct contact with food when it is being prepared, served or eaten.
Therefore, the oven racks should be Toiveled, as food is sometimes placed directly on it. Similarly, the other components that come into direct contact food should be Toiveled. However, the oven itself need not be immersed. (Yoreh De ’ah 120).
See here and in the references:"
 Were there pigs in Noah’s ark as illustrated in this children’s book?,Yes.,"###question 
  Were there pigs in Noah’s ark as illustrated in this children’s book?.
 ###answer 
 Yes."
"I do a lot of street-mivtzoim throughout sukkos and at times when people are rushing I tell them just to hold the lulav and esrog together. Sometimes they do it but don’t get full grasp, so I have to hold it together with them (to assure it doesn’t fall). My question is: are they still ו or do they have to be fully holding the lulav and esrog on their own?","
There are several issues here:
The requirement of taking lulav. They need to close their fingers or even better lift it. At the very least, according to some opinions, holding it in such a way that it doesn’t fall is also considered taking.
The fact that two people are holding it together: If they hold in such a way that without your support it would not fall and you are just assisting, and reversely, without them holding it, it would fall, it is valid. Otherwise, they should hold it on their own.
There is an issue of kavanah, since the person is just holding it without being conscious of the fact that they are doing a mitzvah. This is only an issue on the first day. (See link below)
Likewise, it might not be considered a kinyan and therefore not theirs. This also is only an issue on the first day, and ideally one should be concerned about this on the second day too.","###question 
 I do a lot of street-mivtzoim throughout sukkos and at times when people are rushing I tell them just to hold the lulav and esrog together. Sometimes they do it but don’t get full grasp, so I have to hold it together with them (to assure it doesn’t fall). My question is: are they still ו or do they have to be fully holding the lulav and esrog on their own?.
 ###answer 
 
There are several issues here:
The requirement of taking lulav. They need to close their fingers or even better lift it. At the very least, according to some opinions, holding it in such a way that it doesn’t fall is also considered taking.
The fact that two people are holding it together: If they hold in such a way that without your support it would not fall and you are just assisting, and reversely, without them holding it, it would fall, it is valid. Otherwise, they should hold it on their own.
There is an issue of kavanah, since the person is just holding it without being conscious of the fact that they are doing a mitzvah. This is only an issue on the first day. (See link below)
Likewise, it might not be considered a kinyan and therefore not theirs. This also is only an issue on the first day, and ideally one should be concerned about this on the second day too."
 I see many people pick up the coins from Machatzis Hashekel a bunch of times when giving it. Is there a reason for this?,"The common custom is to exchange our personal money with the silver half dollars owned by the Shule. We lift up the Shule’s silver coins in order to acquire them and then give them to tzedaka. Some individuals give machatzis hashekel also on behalf of family members, and therefore they pick up the silver coins several times, to acquire them again after each time they gave them to tzedakah.
There are individuals who for some inexplicable reason have a custom that even if they are only giving only on their own behalf they lift up the coins three times. This custom has no known source or explanation. Some say that’s what the Rebbe did (although it could very well be that he was giving on behalf of others).","###question 
  I see many people pick up the coins from Machatzis Hashekel a bunch of times when giving it. Is there a reason for this?.
 ###answer 
 The common custom is to exchange our personal money with the silver half dollars owned by the Shule. We lift up the Shule’s silver coins in order to acquire them and then give them to tzedaka. Some individuals give machatzis hashekel also on behalf of family members, and therefore they pick up the silver coins several times, to acquire them again after each time they gave them to tzedakah.
There are individuals who for some inexplicable reason have a custom that even if they are only giving only on their own behalf they lift up the coins three times. This custom has no known source or explanation. Some say that’s what the Rebbe did (although it could very well be that he was giving on behalf of others)."
" Should a Ba’al Koreh who is in middle of Pesukei Dzimra say the Kaddish after Krias Hatorah?
It happens that I am in middle of davening (pesukei dzimra) and I’m the only Baal koreh. I’ve read that I’m supposed to lein. My question is, do I say the kaddish after kriah or ask someone else to?","
You should have the last oleh say it if there is no Avel or individual who has yortzeit.
Alternatively, it may be said by anyone in the minyan, preferably by one whose parents aren’t alive.","###question 
  Should a Ba’al Koreh who is in middle of Pesukei Dzimra say the Kaddish after Krias Hatorah?
It happens that I am in middle of davening (pesukei dzimra) and I’m the only Baal koreh. I’ve read that I’m supposed to lein. My question is, do I say the kaddish after kriah or ask someone else to?.
 ###answer 
 
You should have the last oleh say it if there is no Avel or individual who has yortzeit.
Alternatively, it may be said by anyone in the minyan, preferably by one whose parents aren’t alive."
